callerNumber,calledNumber,startTime,callDuration,endTime,originCellID,destCellID,originLat,destLat,originLong,destLong,callType,imei,imsi,connectionType,accessType
9569409071,9639109337,2020-05-14 12:57:53.477241,4474,2020-05-14 14:12:27.477241,40440-31193-7815579,40440-31193-7815579,12.989273,12.989273,80.19722,80.19722,CALL-IN,893944207744570,791589274918760,PP,4G
9422143722,9130870628,2020-04-06 21:20:49.147855,5516,2020-04-06 22:52:45.147855,40440-41002-231078402,40440-41002-231078402,13.064804077148,13.064804077148,80.261306762695,80.261306762695,SMS-IN,625158210781691,563067376241363,PP,2G
9632544941,9516830771,2020-03-17 02:49:43.868723,4955,2020-03-17 04:12:18.868723,40440-9121-21222,40440-9121-21222,12.886706,12.886706,80.182686,80.182686,CALL-IN,272402447551279,346914309213694,PP,3G
9493174843,9751118651,2020-04-16 03:06:23.637653,6450,2020-04-16 04:53:53.637653,40440-41023-230613763,40440-41023-230613763,13.07991027832,13.07991027832,80.225601196289,80.225601196289,CALL-OUT,565455430049656,751435562857775,PP,3G
9927939844,9310686820,2020-01-17 15:42:38.170743,1732,2020-01-17 16:11:30.170743,40440-31032-6793992,40440-31032-6793992,12.924728393555,12.924728393555,80.110244750977,80.110244750977,CALL-IN,850558818899934,408586973240433,PP,3G
9697534370,9384522315,2020-07-09 00:16:44.121909,3673,2020-07-09 01:17:57.121909,40440-41072-230543107,40440-41072-230543107,13.112766,13.112766,80.288094,80.288094,SMS-OUT,114491626804583,370499256246835,PP,2G
9321863883,9365045556,2020-04-20 01:11:17.049890,2207,2020-04-20 01:48:04.049890,40440-31182-8338078,40440-31182-8338078,13.060684204102,13.060684204102,80.16242980957,80.16242980957,SMS-OUT,538583604700506,277575815066742,PP,4G
9761121154,9937078843,2020-06-05 11:38:45.313315,5612,2020-06-05 13:12:17.313315,40440-31024-6729738,40440-31024-6729738,13.203506469727,13.203506469727,80.170669555664,80.170669555664,CALL-IN,180138028989969,884848273832247,PP,2G
9574032094,9767470772,2020-04-09 14:46:10.847844,338,2020-04-09 14:51:48.847844,40440-41002-231091458,40440-41002-231091458,13.06755065918,13.06755065918,80.273666381836,80.273666381836,CALL-IN,598407696197130,266587981289916,PP,2G
9725893648,9999370214,2020-03-24 20:44:19.970162,3222,2020-03-24 21:38:01.970162,40440-41006-231546369,40440-41006-231546369,13.034591674805,13.034591674805,80.236587524414,80.236587524414,SMS-OUT,281062303433588,638775658588537,PP,2G
9443257243,9378708103,2020-05-10 15:25:33.729777,5681,2020-05-10 17:00:14.729777,40440-9021-22751,40440-9021-22751,12.96973,12.96973,80.190846,80.190846,CALL-IN,178892142054169,372260558710042,PP,4G
9850928364,9800145816,2020-03-16 19:37:27.268047,5738,2020-03-16 21:13:05.268047,40440-41065-231483402,40440-41065-231483402,13.039209,13.039209,80.246941,80.246941,SMS-OUT,358305371626096,846563824167511,PP,4G
9161513040,9552959401,2020-06-19 19:55:25.347599,470,2020-06-19 20:03:15.347599,40440-31182-7790374,40440-31182-7790374,13.053131,13.053131,80.176849,80.176849,CALL-OUT,661291123759748,236782086005892,PP,4G
9794999142,9289146119,2020-02-06 07:51:11.782454,3452,2020-02-06 08:48:43.782454,40440-31191-6625268,40440-31191-6625268,13.037338256836,13.037338256836,80.231094360352,80.231094360352,SMS-OUT,570860140249719,510517725640477,PP,4G
9789387432,9729438192,2020-07-17 00:38:35.529974,4798,2020-07-17 01:58:33.529974,40440-31211-55351,40440-31211-55351,12.762680053711,12.762680053711,80.004501342773,80.004501342773,CALL-IN,685713364337937,962521545911205,PP,2G
9592444484,9571189751,2020-04-04 20:20:11.769870,1756,2020-04-04 20:49:27.769870,40440-31163-7659068,40440-31163-7659068,13.071670532227,13.071670532227,80.21598815918,80.21598815918,SMS-IN,964091951688497,200065691965814,PP,3G
9215060190,9307578269,2020-07-06 21:57:36.793191,3984,2020-07-06 23:04:00.793191,40440-31011-6631632,40440-31011-6631632,13.049697875977,13.049697875977,80.265426635742,80.265426635742,SMS-IN,374802504368657,377003604887462,PP,4G
9584052796,9383678024,2020-06-15 22:58:24.536204,6957,2020-06-16 00:54:21.536204,40440-2600-39349,40440-2600-39349,13.027725219727,13.027725219727,80.145950317383,80.145950317383,SMS-OUT,817467208047594,622410743531176,PP,3G
9388296662,9272827475,2020-01-18 10:27:52.752300,2268,2020-01-18 11:05:40.752300,40440-31024-6699777,40440-31024-6699777,13.125228881836,13.125228881836,80.151443481445,80.151443481445,SMS-OUT,717201925526506,135764365491357,PP,2G
9850928364,9624424281,2020-06-25 23:54:43.400202,2958,2020-06-26 00:44:01.400202,40440-5111-11253,40440-5111-11253,13.027725219727,13.027725219727,80.115737915039,80.115737915039,SMS-OUT,358305371626096,846563824167511,PP,3G
9724325793,9678759102,2020-01-15 23:05:15.249841,114,2020-01-15 23:07:09.249841,40440-5009-32093,40440-5009-32093,13.034482,13.034482,80.211154,80.211154,CALL-OUT,560940392014825,759427184751690,PP,4G
9730976027,9632852754,2020-03-10 07:34:22.690729,1354,2020-03-10 07:56:56.690729,40440-41065-230520835,40440-41065-230520835,13.027725219727,13.027725219727,80.244827270508,80.244827270508,CALL-IN,343739122868485,961960901980829,PP,3G
9552489249,9349400768,2020-02-18 04:03:19.925302,4107,2020-02-18 05:11:46.925302,40440-50026-20282,40440-50026-20282,12.906875610352,12.906875610352,80.188522338867,80.188522338867,SMS-OUT,428823870036834,803170825413115,PP,2G
9233554574,9337334743,2020-04-15 17:10:04.052792,2099,2020-04-15 17:45:03.052792,40440-31162-8358806,40440-31162-8358806,13.074417,13.074417,80.191956,80.191956,SMS-IN,211590973315951,599988161176964,PP,3G
9916072148,9828026318,2020-07-07 10:24:21.915621,5044,2020-07-07 11:48:25.915621,40440-31161-7617841,40440-31161-7617841,13.107376098633,13.107376098633,80.242080688477,80.242080688477,SMS-IN,801028401411770,817469608959504,PP,3G
9694222188,9727887525,2020-01-20 00:07:06.408430,4494,2020-01-20 01:22:00.408430,40440-3550-18114,40440-3550-18114,12.797012329102,12.797012329102,80.242080688477,80.242080688477,SMS-IN,610131148193666,852171320641271,PP,3G
9602018142,9195697775,2020-06-19 21:00:15.068598,526,2020-06-19 21:09:01.068598,40440-31021-6743355,40440-31021-6743355,13.200759887695,13.200759887695,80.31623840332,80.31623840332,CALL-OUT,169090435434106,660922999942944,PP,4G
9790163836,9282519494,2020-01-04 21:08:27.620686,2227,2020-01-04 21:45:34.620686,40440-31183-7776999,40440-31183-7776999,13.020858764648,13.020858764648,80.174789428711,80.174789428711,CALL-IN,309280068706581,658053792770435,PP,4G
9464763324,9764002636,2020-05-26 06:47:59.324186,4764,2020-05-26 08:07:23.324186,40440-31272-8365884,40440-31272-8365884,13.112869262695,13.112869262695,80.19401550293,80.19401550293,SMS-IN,705036392137064,963340490305222,PP,4G
9107070112,9939732780,2020-03-21 10:33:49.353691,6121,2020-03-21 12:15:50.353691,40440-31012-6662101,40440-31012-6662101,13.053817749023,13.053817749023,80.233840942383,80.233840942383,CALL-OUT,501937258417626,110713127109810,PP,3G
9316637119,9745176725,2020-01-16 22:52:14.603474,2140,2020-01-16 23:27:54.603474,40440-31212-7986815,40440-31212-7986815,12.910911,12.910911,80.218769,80.218769,SMS-IN,342309264956127,797464453778714,PP,2G
9377545847,9249314977,2020-04-26 19:31:07.255007,3946,2020-04-26 20:36:53.255007,40440-31181-7789963,40440-31181-7789963,13.063430786133,13.063430786133,80.195388793945,80.195388793945,SMS-OUT,399957536808896,468583332488156,PP,4G
9789387432,9250015834,2020-02-26 23:29:31.148502,6225,2020-02-27 01:13:16.148502,40440-3825-38078,40440-3825-38078,12.94807434082,12.94807434082,80.203628540039,80.203628540039,CALL-OUT,685713364337937,962521545911205,PP,4G
9104984264,9612426308,2020-06-11 21:26:30.631519,5953,2020-06-11 23:05:43.631519,40440-31271-8376517,40440-31271-8376517,13.083939,13.083939,80.198959,80.198959,CALL-IN,321626792621613,838471763180748,PP,3G
9545037631,9723105670,2020-02-11 12:45:11.851731,3179,2020-02-11 13:38:10.851731,40440-9121-6561,40440-9121-6561,12.895031,12.895031,80.211697,80.211697,SMS-OUT,416316445259007,554042578236710,PP,4G
9172455244,9398854052,2020-04-13 06:28:48.813562,3436,2020-04-13 07:26:04.813562,40440-8120-20101,40440-8120-20101,13.070297,13.070297,80.111993,80.111993,CALL-OUT,348948445169182,994269232839007,PP,3G
9535961916,9310312730,2020-02-07 08:40:22.502518,4345,2020-02-07 09:52:47.502518,40440-31161-7618091,40440-31161-7618091,13.100166,13.100166,80.294266,80.294266,SMS-OUT,655232728102754,598915215487231,PP,2G
9759819327,9277198764,2020-03-12 02:09:38.870749,6403,2020-03-12 03:56:21.870749,40440-41055-230654721,40440-41055-230654721,13.020858764648,13.020858764648,80.225601196289,80.225601196289,CALL-IN,384352975208917,971348334024413,PP,4G
9809795162,9366834562,2020-03-06 08:06:51.027519,2616,2020-03-06 08:50:27.027519,40440-31193-7815786,40440-31193-7815786,12.97966,12.97966,80.130157,80.130157,CALL-IN,448088050483333,941858741405069,PP,2G
9292228480,9572948687,2020-07-05 10:00:36.241196,4387,2020-07-05 11:13:43.241196,40440-705-17101,40440-705-17101,13.109665,13.109665,80.264053,80.264053,SMS-OUT,241221276992847,237276596261241,PP,3G
9638882823,9960712186,2020-05-29 03:04:51.181258,1941,2020-05-29 03:37:12.181258,40440-9218-53301,40440-9218-53301,12.729607,12.729607,79.998894,79.998894,SMS-OUT,864106755254758,227854294205903,PP,4G
9784162217,9683731540,2020-03-29 12:44:52.153744,4085,2020-03-29 13:52:57.153744,40440-31161-7617270,40440-31161-7617270,13.11543,13.11543,80.250969,80.250969,CALL-IN,673754283870070,140034960979091,PP,2G
9798547340,9924437874,2020-04-04 11:43:25.499654,5172,2020-04-04 13:09:37.499654,40440-31012-6632349,40440-31012-6632349,13.034592,13.034592,80.235901,80.235901,CALL-IN,673249963661370,495465770321307,PP,3G
9918552454,9405408578,2020-05-15 08:55:20.926642,2626,2020-05-15 09:39:06.926642,40440-31192-7810048,40440-31192-7810048,12.998886108398,12.998886108398,80.243453979492,80.243453979492,SMS-IN,746000965152649,562905418380574,PP,3G
9729492490,9842249239,2020-04-09 16:06:03.306714,6156,2020-04-09 17:48:39.306714,40440-41005-230720257,40440-41005-230720257,13.042831420898,13.042831420898,80.277786254883,80.277786254883,SMS-OUT,210167725353086,491875931851645,PP,3G
9921545269,9306390112,2020-06-13 14:20:29.559262,3036,2020-06-13 15:11:05.559262,40440-31161-7617739,40440-31161-7617739,13.090896606445,13.090896606445,80.287399291992,80.287399291992,SMS-IN,768608071508470,975217870386216,PP,3G
9444725576,9660429318,2020-06-30 06:41:10.704915,4377,2020-06-30 07:54:07.704915,40440-11213-3443,40440-11213-3443,12.806102,12.806102,80.225667,80.225667,SMS-IN,562681708030869,622924401620912,PP,3G
9473092169,9768791342,2020-06-11 13:25:07.533964,3230,2020-06-11 14:18:57.533964,40440-31032-6769783,40440-31032-6769783,12.927474975586,12.927474975586,80.130844116211,80.130844116211,SMS-OUT,770636460292124,245074123216825,PP,2G
9355016716,9255855191,2020-04-20 17:12:53.765287,6031,2020-04-20 18:53:24.765287,40440-31022-8364684,40440-31022-8364684,13.068923950195,13.068923950195,80.152816772461,80.152816772461,CALL-OUT,204659332358582,436786683555880,PP,2G
9989783491,9726619209,2020-03-05 14:25:15.322178,262,2020-03-05 14:29:37.322178,40440-31011-6631897,40440-31011-6631897,13.048324584961,13.048324584961,80.248947143555,80.248947143555,SMS-IN,243225095107852,440633240041245,PP,2G
9808332670,9881522424,2020-03-06 04:00:38.152947,4498,2020-03-06 05:15:36.152947,40440-41038-231088131,40440-41038-231088131,13.007126,13.007126,80.096512,80.096512,SMS-OUT,835420351413517,783148469017582,PP,3G
9429395134,9605930280,2020-02-09 02:02:25.055027,1477,2020-02-09 02:27:02.055027,40440-41030-230528771,40440-41030-230528771,12.960433959961,12.960433959961,80.236587524414,80.236587524414,SMS-OUT,433570990882629,430392606855947,PP,3G
9361424379,9745453197,2020-05-05 14:30:37.667559,2690,2020-05-05 15:15:27.667559,40440-41028-232064515,40440-41028-232064515,12.982406616211,12.982406616211,80.22834777832,80.22834777832,SMS-OUT,388904066938574,278450068931793,PP,4G
9282189317,9270462592,2020-03-20 04:53:29.457665,151,2020-03-20 04:56:00.457665,40440-41031-230468631,40440-41031-230468631,13.04924,13.04924,80.203629,80.203629,CALL-OUT,264670454992432,621958850252552,PP,4G
9166486777,9554664197,2020-04-26 13:08:36.957772,5514,2020-04-26 14:40:30.957772,40440-5011-64242,40440-5011-64242,13.046951293945,13.046951293945,80.133590698242,80.133590698242,SMS-OUT,345360230779768,564721009062737,PP,2G
9101917833,9796563110,2020-07-18 11:40:24.004828,4814,2020-07-18 13:00:38.004828,40440-41029-231866389,40440-41029-231866389,12.971420288086,12.971420288086,80.244827270508,80.244827270508,CALL-IN,632945356600760,594425197715347,PP,3G
9674500366,9255702587,2020-03-04 04:02:11.029384,4284,2020-03-04 05:13:35.029384,40440-5009-19322,40440-5009-19322,13.039594,13.039594,80.215302,80.215302,CALL-OUT,401237991680085,825740217975431,PP,3G
9227082571,9882970133,2020-04-09 13:23:52.876887,2213,2020-04-09 14:00:45.876887,40440-31192-7840896,40440-31192-7840896,13.010559,13.010559,80.247574,80.247574,SMS-IN,133509218836749,949036886553032,PP,2G
9942479682,9215373030,2020-03-11 11:37:28.256270,3410,2020-03-11 12:34:18.256270,40440-3019-17352,40440-3019-17352,13.140032,13.140032,80.256834,80.256834,SMS-OUT,228127695212282,588665307750772,PP,3G
9913710290,9615957407,2020-05-23 21:45:32.637672,6938,2020-05-23 23:41:10.637672,40440-31191-7817605,40440-31191-7817605,12.97966003418,12.97966003418,80.143203735352,80.143203735352,SMS-IN,525993575452606,126827450601835,PP,4G
9928237574,9758102671,2020-02-13 06:28:28.515446,3538,2020-02-13 07:27:26.515446,40440-31024-6716327,40440-31024-6716327,13.112869262695,13.112869262695,80.163803100586,80.163803100586,CALL-IN,155649610606856,334570270574989,PP,4G
9510043431,9256747756,2020-01-01 04:48:26.950607,2288,2020-01-01 05:26:34.950607,40440-9021-13122,40440-9021-13122,12.964925,12.964925,80.208936,80.208936,SMS-OUT,201196482268515,806293221937597,PP,3G
9584052796,9980764040,2020-04-07 03:34:08.500201,3849,2020-04-07 04:38:17.500201,40440-41038-230689026,40440-41038-230689026,12.98378,12.98378,80.170735,80.170735,SMS-IN,817467208047594,622410743531176,PP,3G
9768478657,9250870236,2020-05-26 21:18:04.928678,2094,2020-05-26 21:52:58.928678,40440-9121-14843,40440-9121-14843,12.894515991211,12.894515991211,80.21598815918,80.21598815918,CALL-OUT,131842199834767,696449810662537,PP,4G
9745076215,9260378006,2020-01-18 23:15:27.739603,3799,2020-01-19 00:18:46.739603,40440-9022-1271,40440-9022-1271,12.944412,12.944412,80.083694,80.083694,SMS-IN,614359194837089,703153552018871,PP,4G
9629740063,9903080409,2020-07-14 17:10:51.147800,1840,2020-07-14 17:41:31.147800,40440-31163-7617787,40440-31163-7617787,13.10188293457,13.10188293457,80.240707397461,80.240707397461,CALL-IN,834408912010005,788553310874887,PP,2G
9427433412,9234943585,2020-07-16 01:28:59.028495,4559,2020-07-16 02:44:58.028495,40440-41064-230809366,40440-41064-230809366,13.057251,13.057251,80.257187,80.257187,CALL-IN,536843798613408,873623961149303,PP,4G
9262415455,9967093314,2020-01-29 00:18:01.815223,6211,2020-01-29 02:01:32.815223,40440-8120-3502,40440-8120-3502,13.084545,13.084545,80.178909,80.178909,SMS-OUT,479672824089669,843070505963294,PP,2G
9160401066,9685968287,2020-04-22 00:26:11.424334,6704,2020-04-22 02:17:55.424334,40440-11013-18161,40440-11013-18161,12.799072,12.799072,80.224228,80.224228,CALL-OUT,337651886284387,390643528761291,PP,2G
9338063732,9305940527,2020-03-13 03:09:27.963709,6700,2020-03-13 05:01:07.963709,40440-31033-6751691,40440-31033-6751691,12.939834594727,12.939834594727,80.188522338867,80.188522338867,SMS-OUT,221296605690510,375324663882585,PP,3G
9997033728,9721645925,2020-06-21 07:41:34.821127,4430,2020-06-21 08:55:24.821127,40440-41002-230726657,40440-41002-230726657,13.059310913086,13.059310913086,80.275039672852,80.275039672852,CALL-OUT,674531843321044,152417598209196,PP,4G
9180357749,9576774800,2020-01-18 03:53:27.588348,2504,2020-01-18 04:35:11.588348,40440-50019-29302,40440-50019-29302,13.088150024414,13.088150024414,80.254440307617,80.254440307617,SMS-IN,523375361902350,334868461827725,PP,4G
9447270552,9793174850,2020-05-12 20:57:42.831619,2177,2020-05-12 21:33:59.831619,40440-31182-7785932,40440-31182-7785932,13.029099,13.029099,80.178223,80.178223,SMS-IN,566130610363735,234780290710985,PP,4G
9261034969,9498771472,2020-02-13 03:54:15.243087,6441,2020-02-13 05:41:36.243087,40440-41019-230409218,40440-41019-230409218,12.872543,12.872543,80.118485,80.118485,CALL-IN,253648828567881,621840748354168,PP,3G
9648950965,9893834623,2020-05-21 10:13:04.605165,4760,2020-05-21 11:32:24.605165,40440-31211-16811,40440-31211-16811,12.758560180664,12.758560180664,80.003128051758,80.003128051758,CALL-OUT,351199164133465,346516851060691,PP,2G
9577030827,9669410830,2020-01-05 22:54:08.894694,5171,2020-01-06 00:20:19.894694,40440-8-12324,40440-8-12324,13.116989135742,13.116989135742,80.22834777832,80.22834777832,SMS-IN,739831606549572,843038805179103,PP,3G
9174319052,9830893324,2020-03-05 19:35:51.475011,1623,2020-03-05 20:02:54.475011,40440-3800-29864,40440-3800-29864,12.94807434082,12.94807434082,80.211868286133,80.211868286133,CALL-OUT,295557845115898,135703536558850,PP,2G
9990742775,9537455433,2020-05-11 19:05:31.771244,5075,2020-05-11 20:30:06.771244,40440-41063-231535618,40440-41063-231535618,13.049355,13.049355,80.240021,80.240021,SMS-IN,194364328763795,516914615032796,PP,3G
9398037963,9888719898,2020-01-21 21:00:10.532198,6657,2020-01-21 22:51:07.532198,40440-31271-8339125,40440-31271-8339125,13.055191040039,13.055191040039,80.122604370117,80.122604370117,SMS-IN,222986167802007,487972313592174,PP,4G
9202579566,9434405575,2020-07-05 21:26:45.176019,4356,2020-07-05 22:39:21.176019,40440-41036-232073474,40440-41036-232073474,13.044662,13.044662,80.183945,80.183945,CALL-OUT,752893895644826,851214027881251,PP,4G
9666649359,9269406937,2020-06-30 19:46:41.544495,7150,2020-06-30 21:45:51.544495,40440-11213-3462,40440-11213-3462,12.801081,12.801081,80.224177,80.224177,SMS-OUT,476534308696081,132264911221999,PP,4G
9624373992,9843627863,2020-06-19 00:19:14.578369,3953,2020-06-19 01:25:07.578369,40440-31193-6781730,40440-31193-6781730,12.939834594727,12.939834594727,80.08415222168,80.08415222168,SMS-IN,648174016987719,805611157219376,PP,3G
9180357749,9394237877,2020-05-14 15:32:03.326452,3742,2020-05-14 16:34:25.326452,40440-505-51721,40440-505-51721,12.973684,12.973684,80.25856,80.25856,CALL-OUT,523375361902350,334868461827725,PP,4G
9642041901,9500101545,2020-03-31 23:49:51.212791,1721,2020-04-01 00:18:32.212791,40440-31181-7741722,40440-31181-7741722,13.048324584961,13.048324584961,80.20637512207,80.20637512207,CALL-IN,903478807910179,992575967150982,PP,2G
9997033728,9636599331,2020-03-27 05:26:50.940144,2032,2020-03-27 06:00:42.940144,40440-31023-7768751,40440-31023-7768751,13.04557800293,13.04557800293,80.112991333008,80.112991333008,CALL-OUT,674531843321044,152417598209196,PP,2G
9756889020,9574914048,2020-05-23 08:36:14.353442,2935,2020-05-23 09:25:09.353442,40440-41064-231456278,40440-41064-231456278,13.038711547852,13.038711547852,80.251693725586,80.251693725586,SMS-IN,406398335731780,410282301459614,PP,3G
9388448324,9444455218,2020-03-29 12:30:23.881859,2193,2020-03-29 13:06:56.881859,40440-31161-7618742,40440-31161-7618742,13.078536987305,13.078536987305,80.264053344727,80.264053344727,SMS-IN,561581338194829,472261098012774,PP,2G
9419787268,9786230806,2020-02-05 19:51:28.754789,7179,2020-02-05 21:51:07.754789,40440-115-12541,40440-115-12541,13.04557800293,13.04557800293,80.25993347168,80.25993347168,CALL-OUT,651968807243258,528436041130379,PP,4G
9240382262,9322482714,2020-07-09 09:59:12.180792,2721,2020-07-09 10:44:33.180792,40440-31211-7974960,40440-31211-7974960,12.843704223633,12.843704223633,80.059432983398,80.059432983398,SMS-IN,648362455428898,391725494751738,PP,2G
9535961916,9559010098,2020-03-17 11:29:25.364919,5896,2020-03-17 13:07:41.364919,40440-9021-3243,40440-9021-3243,12.904816,12.904816,80.212326,80.212326,SMS-IN,655232728102754,598915215487231,PP,2G
9813009473,9432686652,2020-06-05 07:24:54.615638,5956,2020-06-05 09:04:10.615638,40440-31032-6801524,40440-31032-6801524,12.941207885742,12.941207885742,80.132217407227,80.132217407227,CALL-IN,664128935351883,959389841757599,PP,4G
9308709281,9409676694,2020-05-05 01:15:08.323265,3110,2020-05-05 02:06:58.323265,40440-41058-232077589,40440-41058-232077589,13.061028,13.061028,80.15213,80.15213,SMS-IN,678585581191810,833341566633958,PP,4G
9978889885,9394116186,2020-02-01 15:54:10.149420,200,2020-02-01 15:57:30.149420,40440-31193-7750233,40440-31193-7750233,13.04557800293,13.04557800293,80.218734741211,80.218734741211,SMS-OUT,558895029346363,798483550360868,PP,2G
9692251207,9610974381,2020-07-11 12:23:43.696659,535,2020-07-11 12:32:38.696659,40440-4010-10803,40440-4010-10803,13.0681,13.0681,80.207108,80.207108,CALL-IN,531282423119888,251311195620816,PP,4G
9103411153,9960780923,2020-06-03 15:15:06.968668,6161,2020-06-03 16:57:47.968668,40440-41016-231384855,40440-41016-231384855,12.964553833008,12.964553833008,80.187149047852,80.187149047852,CALL-OUT,868458840926164,277589568273470,PP,3G
9486432788,9487047159,2020-06-08 02:28:05.240072,1459,2020-06-08 02:52:24.240072,40440-12025-10391,40440-12025-10391,13.119735717773,13.119735717773,80.155563354492,80.155563354492,SMS-IN,960305330638809,181787730648288,PP,3G
9527724756,9130786456,2020-03-19 02:26:14.460859,2069,2020-03-19 03:00:43.460859,40440-50017-21901,40440-50017-21901,12.91374206543,12.91374206543,80.102005004883,80.102005004883,SMS-OUT,544637488290071,254163016769173,PP,2G
9555876903,9108243967,2020-06-29 18:23:50.672633,7148,2020-06-29 20:22:58.672633,40440-31211-31912,40440-31211-31912,12.769546508789,12.769546508789,80.007247924805,80.007247924805,SMS-OUT,119653469893497,165084436764542,PP,3G
